id	text	majortopic
3635	American Kidnapped in west Beirut	0
3636	police stoned by 50 youths	2
3637	Editor is shot dead in Chile	0
3638	Pretoria hangs 3 ANC men	0
3639	EEC breaks its deadlock on sanctions	0
3640	Thatcher and Kohl warning	0
3641	Paris offers reward for bombers	0
3642	Row as diplomats 'gatecrash' SDP	0
3643	Briton shot dead by policewoman in US	0
3644	When butterflies lose on the scales of justice	2
3645	Bank steps in to support falling pound	1
3646	US attack enrages Labour	0
3647	Reagan given EEC pledge by Howe	0
3648	Warrant is issued for solicitor	2
3649	Two heavyweights stuck in a UN lift	0
3650	Renewed optimism by Shevardnadze on Daniloff case	0
3651	Gorbachov to meet Reagan for 'summit'	0
3652	Russian freed by US flies home	0
3653	Kremlin made the running, says Tass	0
3654	US black named for pretoria	0
3655	Pressure on interest rates eases	1
3656	Suicide bid 'just like a circus'	2
3657	Tory conference told of Å14 bn privatization plan Tebbit spells out issues for next election	1
3658	Base rate boost for lawson	1
3659	Five held in Gandhi conspiracy	0
3660	Libya advertises for British pilots	0
3661	Hurd Challenges judges on tougher sentences	2
3662	Base rate rise to 11%	1
3663	Let's try again says president	0
3664	Gorbachov optimistic for future	0
3665	US expels 55 in tit-for-tat with Moscow	0
3666	BBC admits libel claim in Panorama report	0
3667	Labour demands BBC libel witnesses memo	0
3668	CBI predicts upswing for industry	1
3669	Warped Bamber found guilty of murdering family	2
3670	Britain to veto Å100m EEC aid for Syria	0
3671	End of Russian line nowhere in sight	0
3672	UK reserves down Å474m	1
3673	Howe appeals to Moscow on rights	0
3674	2 am: US mid-term elections Early senate gains for Democrats	0
3675	Le grange goes in reshuffle	0
3676	Heat a shock to Oman's royal visitors	0
3677	Women terrorists shot Renault chief	0
3678	Welcome twang from the saudi hero prince	0
3679	Hindley to aid body hunt after mother's letter	2
3680	Top rate tax at 50% an option for tories	1
3681	Israelis Challenged on Vanunu	0
3682	Hurd to consider firearms amnesty	2
3683	Fans go on rampage	2
3684	Wall st panic on Boesky's tape	0
3685	Tough time for Britain's witness	2
3686	Man held in triple murder inquiry	2
3687	Brady in talks with CID chief	2
3688	Defeat for Britain on Falklands	0
3689	Trial time limit to speed courts	2
3690	Rain and aid rescue Sudan	0
3691	Collier is served with summons	2
3692	Dissident died in camp	0
3693	US launches Operation Persuasion Reagam men fly in rebuild trust	0
3694	Thatcher urges stronger links	0
3695	Printers to lose 'hundreds' of jobs	0
3696	Tax cut hint after big fall in borrowing	1
3697	Macabre search for young bodies in the snow Hindley collapses in tears on moor	2
3698	Two US officials resign	0
3699	Landslide ends 30 years of Trinidad rule	0
3700	Britain pulls off an EEC quotas coup	0
3701	Sakharov pleads for prisoners	0
3702	Court cuts piggott's record bail	2
3703	UK trade gap tops Å1 billion	0
3704	peking student protest	0
3705	BBC postpones Ronald Biggs play	0
3706	US imposes 200% duties in trade war	0
3707	Reagan gets round Gorbachov's snub	0
3708	US control alleged by Meacher	0
3709	Taylor-made confusion in australia	0
3710	Police in Lambeth leaks row	2
3711	Å925000 haul in armed raid	2
3712	Officers held in riot at prison	2
3713	Print union turn down 58 p levy	0
3714	BBC free to be indexed	0
3715	French photographer kidnapped in beirut	0
3716	Plumb wins presidency of Euro parliament	0
3717	Telephone strike to hit City first	0
3718	Labour to put police under council control	2
3719	Anderton told to end crusade	2
3720	Historic Kremlin demand for extension of democracy Gorbachov calls for secret Soviet ballots	0
3721	Reagan takes the blame for Iran	0
3722	Labour waters down manifesto's line on police	2
3723	Sogat jobless fall to 630	0
3724	Specialist units for every police force Fewer officers to use guns	2
3725	Reagan's top speech writer quits	0
3726	Israelis close to secret deal over hostages	0
3727	Help for knife attack family	2
3728	Kremlin orders mass release of dissidents	0
3729	Three charged over TSE applications	2
3730	Tax cut of 4p within reach	1
3731	Japan launches wonder tape recorder	0
3732	Moscow to free Nobel peace prize candidate	0
3733	Blakelock jury clears 2 of killing	2
3734	One of the quickest legal actions in British judicial history Lords reject father's appeal over abortion	2
3735	Tamils win High Court challenge	2
3736	Buoyant Thatcher signal tax cuts	1
3737	Raisa Gorbachov fashions new image	0
3738	Reagan offers Russia draft treaty today	0
3739	FBI chief nominated for CIA	0
3740	Pattie attacks Å5bn research extravagance	0
3741	Heysel fans must face Belgian trial	0
3742	Labour message for Reagan Kinnock shifts cruise stance	0
3743	Lawson's Å2.6bn handout delights the tories The all-options Budget	1
3744	Lawson's Å2.6bn handout delights the tories Britain looks set for growth	1
3745	Lawson's Å2.6bn handout delights the tories Mortgage rate cut of one point inevitable	1
3746	Lawson's Å2.6bn handout delights the tories Bribes rather than jobs says Labour	1
3747	Budget highlights	1
3748	Thatcher will press human rights issue in Moscow	0
3749	Reform pledge for Jews Russia to free thousands	0
3750	Surrogate mother told to give up Baby M	2
3751	British firms could be excluded from research	0
3752	Proctor will face indecency case	2
3753	Gorbachov angry over itinerary	0
3754	Minister's trade warning in Tokyo Retaliation threat to Japan	0
3755	Thatcher accused of secret VAT bid	1
3756	Japan plea to Reagan	0
3757	Base rate is cut as industrial optimism grows	1
3758	Iran inquiry points to top American officials	0
3759	Libya sets jailed Briton free	0
3760	Arrest over murder of woman, 90	2
3761	Pressure mounts for base rate cut	1
3762	Stay-away protest by thousands in Pretoria elections	0
3763	Girls suffered most appalling cruelty	2
3764	Swiss executive withdraw lost Contra millions	0
3765	Women is shot dead in hospital	2
3766	Pledge by Queen to Berlin	0
3767	Barbie forced back into court to be formally identified	2
3768	Diplomatic crisis over kidnapping remains unsolved Iranians give out confused signals	0
3769	Denning on Ward trial	2
3770	Attorney General lodges contempt case appeal	2
3771	Volcker resigns from Fed	0
3772	Summit revises terror tactics	0
3773	Iran Air imposter bomb link	0
3774	Subway vigilante cleared	2
3775	Police covered up attack on youths	2
3776	Hurd to launch blitz on crime in inner cities	2
3777	Reagan angry at impeachment hint	0
3778	Bush and Dole in smear row	0
3779	US-Soviet talks to be held next month	0
3780	Parents force inquiry over child abuse panel to check cases of 197 children in care	2
3781	Date set for sex abuse test case Judge's order frees some care children	2
3782	Hurd pledge on soft sentences	2
3783	News international buys Today in Å38m deal	0
3784	Housewife gibe as Thatcher stands alone at EEC summit	0
3785	Poll tax pay move rejected	1
3786	Fraud inquiry at Guinness	2
3787	North vows to tell 'good, bad and ugly' Reagan approval on funds assumed	0
3788	Å5m taken from one safe box	2
3789	Iran to put French diplomat on trial	0
3790	Poll tax will be phased in to soften impact	1
3791	Bulgarian attache ordered to leave	0
3792	Heysel riot fans face civil suits	2
3793	Orders at best for a decade reports CBI	1
3794	High court backs police powers on drink drivers	2
3795	Iran-Contra hearings Meese did not suspect North	0
3796	Soviet style ban on Wright	0
3797	Bodies of Mecca pilgrims loaded for airlift to Iran	0
3798	Funds for three projects run out in days Space chief quits after cash rebuff	0
3799	Brady claims he killed five more people	2
3800	Television has become part of every family	0
3801	Hayward rescue plot alleged	2
3802	Trade figures boost shares	0
3803	Rhodes visitors urged to cancel	0
3804	Four held after Å20m robbery	2
3805	Crisis will force revision of child abuse treatment	2
3806	Space race warnings to ministers	0
3807	Telephone joy for escaped hostage and his wife Night flight from guards	0
3808	British Nurse freed by rebels	0
3809	Howe is firm on tankers policy	2
3810	Press wins freedom to challenge court orders	0
3811	UK stays firmly in the red	1
3812	Reagan recall	0
3813	Stabbed policewoman runs for her life Carnival future hangs in balance	2
3814	Germans agree to forge better East-West links	0
3815	Heysel 26 to be flown out today	0
3816	The people have no water? Let them drink Ob	0
3817	Ariane is launched after hitch	0
3818	News corporation buys into Pearson	0
3819	UN walk-out by America as Khamenei denounce 'arch-satan' Iranians threaten vengeance on US	0
3820	UN walk-out by America as Khamenei denounce 'arch-satan' I'd do it again, US defence chief says	0
3821	UN walk-out by America as Khamenei denounce 'arch-satan' Mine-laying vessel was caught red-handed	0
3822	Hurd gun control proposals would be semi-automatics	2
3823	Police marksman had Ryan in his sights	2
3824	TV to cut sex and violence from US	0
3825	Prison officer paraded with noose round neck 4 hold out in prison siege	2
3826	Howe plea to Israel on peace conference	0
3827	UK and Commonwealth to reject Fijian republic	0
3828	EEC crisis as budget talks fail	0
3829	Bork loses out in first round	0
3830	Unity plea on South Africa by Britain and Canada	0
3831	British Aerospace develops astronaut lifeboat	0
3832	Thatcher seeks Å700m cut in Whitehall costs	1
3833	Police to gain new stop and search power	2
3834	Soviet mind control exposed under eye of KGB	0
3835	Reagan agrees deficit cut	0
3836	Government revenues buoyant and borrowing down Electricity prices set to rise by 8-9%	1
3837	Government revenues buoyant and borrowing down Lawson on target for tax cuts	1
3838	Government revenues buoyant and borrowing down Drop in jobless is biggest on record	1
3839	Weinberger will quit this week	0
3840	Reagan move to stabilize dollar	1
3841	Ridley gets his way over one poll tax date About-turn delights Tory backbenchers	1
3842	UN again humiliates Britain	0
3843	Gorbachov invitation	0
3844	Iran arms report harsh on Reagan	0
3845	Grade switch stuns the BBC	0
3846	Å2bn surplus puts Lawson on course for tax cuts	1
3847	The tough question that loom for Dr Higgs	2
3848	Chancellor urges Bonn to expand	0
3849	Dublin approves bill for UK extradition	0
3850	Terror alert given before jet disasters Suicide strengthens bomb on jet theory	0
3851	Detectives break child sex ring	2
3852	European summit set to fail	0
3853	A defiant Hart returns to White House race	0
3854	US abstains on anti-Israel vote	0
3855	Lost bride murder charge	2
3856	Soviet cosmonauts return from space Russian endures 326 days in orbit	0
3857	Murdered children in car boot 16 die in shooting rampage	2
3858	S Africa trip hint by Thatcher	0
3859	Security council condemns tactics US cast vote against Israeli deportations	0
3860	Halt in dollar slide boosts market prices	1
3861	Israel and UK try to Calm Gaza row	0
3862	Judge quits after security dispute	2
3863	Captured by camera: two convicts on their helicopter flight to freedom	2
3864	We cannot stop reform now, says Gorbachov	0
3865	Young sets up industry for Britain in 90s regional grants go in bid to sharpen the economy	1
3866	Broadcasting shake-up for 1990s Auction for radio stations	0
3867	Revenue boosts hope of tax cuts	1
3868	Nice-guy Bush goes for the peak-time jugular	0
3869	Shamir's initiative	0
3870	Israel battles to block out its unwelcome image	0
3871	Dublin proposes reform on RUC	0
3872	Secret Israeli talks with Jordan	0
3873	Iowa defeat stuns Bush supporters	0
3874	Owners of banned guns to get compensation	2
3875	Dismissal of 229 strikers at TV-am	0
3876	Howe and Gorbachov pursue a new warmth Rights pact sets seal on visit	0
3877	Comfortable New Hampshire victory for Bush	0
3878	Anger and grief as shooting victim is buried Thatcher warns hands off to Dublin inquiry	2
3879	Britain's economy in middle of a boom	1
3880	EEC secures right to set British taxes Court's ruling may hit VAT and budget plans	0
3881	Reagan told of Husain rebuff	0
3882	Bush on brink after election triumph	0
3883	Thatcher lets the pound rise towards two dollars	1
3884	Oxfam worker is freed in Lebanon	0
3885	Britain hints at expulsion of Panama's envoy	0
3886	Huge win for Bush	0
3887	Uproar at chancellor's 'rich man's budget' Lawson's tax triumph	1
3888	Uproar at chancellor's 'rich man's budget' Basic rate cut to 25p in the pound	1
3889	Uproar at chancellor's 'rich man's budget' Labour fury halts speech	1
3890	Uproar at chancellor's 'rich man's budget' Growth of 3% forecast in b uoyant economy	1
3891	Uproar at chancellor's 'rich man's budget' Reforms give lift to married couples	1
3892	Budget highlights	1
3893	LWT makes radical cuts in jobs and overtime	0
3894	Loyalist on six murder charges	2
3895	Mitterrand to run for a second term	0
3896	Six in court after Iran arms probe	2
3897	Exit Dole with a pledge to back Bush	0
3898	Checkland welcomes TV inquiry	0
3899	Sterling at highest for two years	1
3900	ANC agent shot dead in Paris	0
3901	Hijackers set deadline but release women Foreign office refuses to bargain for Britons	0
